,USPS,ST,NAME,ZCTA5,LAT,LON
185644,Viana Do Castelo,20,Cristelo Covo,4930-193,41.9842,-8.6256
185645,Viana Do Castelo,20,Cristelo Covo,4930-194,41.9842,-8.6256
185646,Viana Do Castelo,20,Cristelo Covo,4930-196,41.9842,-8.6256
185647,Viana Do Castelo,20,Cristelo Covo,4930-198,41.9842,-8.6256
185648,Viana Do Castelo,20,Cristelo Covo,4930-199,41.9842,-8.6256
185649,Viana Do Castelo,20,Cristelo Covo,4930-200,41.9635,-8.6249
185650,Viana Do Castelo,20,Cristelo Covo,4930-201,41.9635,-8.6249
185651,Viana Do Castelo,20,Cristelo Covo,4930-204,41.9635,-8.6249
185652,Viana Do Castelo,20,Cristelo Covo,4930-210,41.9635,-8.6249
185653,Viana Do Castelo,20,Cristelo Covo,4930-211,41.9635,-8.6249
185654,Viana Do Castelo,20,Fontoura,4930-235,41.958,-8.6332
185655,Viana Do Castelo,20,Fontoura,4930-236,41.958,-8.6332
185656,Viana Do Castelo,20,Fontoura,4930-237,41.958,-8.6332
185657,Viana Do Castelo,20,Fontoura,4930-238,41.958,-8.6332
185658,Viana Do Castelo,20,Fontoura,4930-239,41.958,-8.6332
185659,Viana Do Castelo,20,Fontoura,4930-240,41.958,-8.6332
185660,Viana Do Castelo,20,Bárrio,4930-241,41.9537,-8.6321
185661,Viana Do Castelo,20,Fontoura,4930-241,41.958,-8.6332
185662,Viana Do Castelo,20,Boris,4930-242,41.958,-8.6332
185663,Viana Do Castelo,20,Fontoura,4930-242,41.958,-8.6332
185664,Viana Do Castelo,20,Casa Alta,4930-243,41.958,-8.6332
185665,Viana Do Castelo,20,Fontoura,4930-243,41.958,-8.6332
185666,Viana Do Castelo,20,Casa Gonçalo,4930-244,41.9545,-8.6424
185667,Viana Do Castelo,20,Fontoura,4930-244,41.958,-8.6332
185668,Viana Do Castelo,20,Cortinhas,4930-245,41.9537,-8.6321
185669,Viana Do Castelo,20,Fontoura,4930-245,41.958,-8.6332
185670,Viana Do Castelo,20,Fontoura,4930-246,41.958,-8.6332
185671,Viana Do Castelo,20,Gontomil,4930-247,41.9424,-8.6309
185672,Viana Do Castelo,20,Fontoura,4930-247,41.958,-8.6332
185673,Viana Do Castelo,20,Grove,4930-248,41.958,-8.6332
185674,Viana Do Castelo,20,Fontoura,4930-248,41.958,-8.6332
185675,Viana Do Castelo,20,Igreja,4930-249,41.9537,-8.6321
185676,Viana Do Castelo,20,Fontoura,4930-249,41.958,-8.6332
185677,Viana Do Castelo,20,Insua,4930-250,41.958,-8.6332
185678,Viana Do Castelo,20,Fontoura,4930-250,41.958,-8.6332
185679,Viana Do Castelo,20,Maga,4930-251,41.958,-8.6332
185680,Viana Do Castelo,20,Fontoura,4930-251,41.958,-8.6332
185681,Viana Do Castelo,20,Outeiro,4930-252,41.9537,-8.6321
185682,Viana Do Castelo,20,Fontoura,4930-252,41.958,-8.6332
185683,Viana Do Castelo,20,Paço,4930-253,41.9537,-8.6321
185684,Viana Do Castelo,20,Fontoura,4930-253,41.958,-8.6332
185685,Viana Do Castelo,20,Pereira,4930-254,41.9537,-8.6321
185686,Viana Do Castelo,20,Fontoura,4930-254,41.958,-8.6332
185687,Viana Do Castelo,20,Portela,4930-255,41.9522,-8.6396
185688,Viana Do Castelo,20,Fontoura,4930-255,41.958,-8.6332
185689,Viana Do Castelo,20,Prado,4930-256,41.9495,-8.6268
185690,Viana Do Castelo,20,Fontoura,4930-256,41.958,-8.6332
185691,Viana Do Castelo,20,Reguengo,4930-257,41.9461,-8.6406
185692,Viana Do Castelo,20,Fontoura,4930-257,41.958,-8.6332
185693,Viana Do Castelo,20,Rio Torto,4930-258,41.9611,-8.6423
185694,Viana Do Castelo,20,Fontoura,4930-258,41.958,-8.6332
185695,Viana Do Castelo,20,Valinha,4930-259,41.9537,-8.6256
185696,Viana Do Castelo,20,Fontoura,4930-259,41.958,-8.6332
185697,Viana Do Castelo,20,Fontoura,4930-260,41.958,-8.6332
185698,Viana Do Castelo,20,Barreiras,4930-271,42.0436,-8.5687
185699,Viana Do Castelo,20,Calçada,4930-272,42.0436,-8.5687
185700,Viana Do Castelo,20,Corredouras,4930-273,42.0436,-8.5687
185701,Viana Do Castelo,20,Cruz,4930-274,42.0436,-8.5687
185702,Viana Do Castelo,20,Eido Novo,4930-275,42.0444,-8.5711
185703,Viana Do Castelo,20,Eirado,4930-276,42.0456,-8.5713
185704,Viana Do Castelo,20,Ermegil,4930-277,42.0436,-8.5687
185705,Viana Do Castelo,20,Friestes,4930-278,42.0436,-8.5687
185706,Viana Do Castelo,20,Gandara,4930-279,42.0407,-8.5637
185707,Viana Do Castelo,20,Igreja,4930-280,42.0458,-8.5622
185708,Viana Do Castelo,20,Lavandeiras,4930-281,42.0374,-8.5853
185709,Viana Do Castelo,20,Narco,4930-282,42.0374,-8.5853
185710,Viana Do Castelo,20,Outeiro,4930-283,42.0458,-8.5622
185711,Viana Do Castelo,20,Ponte do Manco,4930-284,42.0374,-8.5853
185712,Viana Do Castelo,20,Quinta do Crasto,4930-285,42.0374,-8.5853
185713,Viana Do Castelo,20,Raposeira,4930-286,42.0374,-8.5853
185714,Viana Do Castelo,20,Riba,4930-287,42.0374,-8.5853
185715,Viana Do Castelo,20,Riba Cruz,4930-288,42.0374,-8.5853
185716,Viana Do Castelo,20,Trofa de Baixo,4930-289,42.0374,-8.5853
185717,Viana Do Castelo,20,Trofa de Cima,4930-290,41.9635,-8.6249
185718,Viana Do Castelo,20,Aguilhão,4930-301,42.029,-8.5599
185719,Viana Do Castelo,20,Balagota,4930-302,42.029,-8.5599
185720,Viana Do Castelo,20,Bouço,4930-303,42.029,-8.5599
185721,Viana Do Castelo,20,Cães,4930-304,42.029,-8.5599
185722,Viana Do Castelo,20,Conguedo,4930-305,42.008,-8.6364
185723,Viana Do Castelo,20,Cruz,4930-306,42.029,-8.5599
185724,Viana Do Castelo,20,Esqueireira,4930-307,42.029,-8.5599
185725,Viana Do Castelo,20,Estrada,4930-308,42.05,-8.4833
185726,Viana Do Castelo,20,Formigosa,4930-309,42.029,-8.5599
185727,Viana Do Castelo,20,Forte,4930-310,41.9641,-8.6126
185728,Viana Do Castelo,20,Gandra,4930-311,42.0034,-8.6134
185729,Viana Do Castelo,20,Largo Viana,4930-312,41.9641,-8.6126
185730,Viana Do Castelo,20,Mondim de Baixo,4930-313,41.9981,-8.6164
185731,Viana Do Castelo,20,Mondim de Cima,4930-314,41.9986,-8.6102
185732,Viana Do Castelo,20,Ousão,4930-315,41.9641,-8.6126
185733,Viana Do Castelo,20,Paço,4930-316,42.0098,-8.6088
185734,Viana Do Castelo,20,Paratudo,4930-317,41.9641,-8.6126
185735,Viana Do Castelo,20,Pedrosa,4930-318,41.7539,-8.6087
185736,Viana Do Castelo,20,Picões,4930-319,42.0209,-8.6178
185737,Viana Do Castelo,20,Pinheiro,4930-320,42.0136,-8.6134
185738,Viana Do Castelo,20,Portela,4930-321,42.0083,-8.6447
185739,Viana Do Castelo,20,Quinta da Fome,4930-322,42.0091,-8.6249
185740,Viana Do Castelo,20,Quinta de Pereiras,4930-323,42.0091,-8.6249
185741,Viana Do Castelo,20,Quinta do Forte,4930-324,42.0091,-8.6249
185742,Viana Do Castelo,20,Real,4930-325,42.0056,-8.6165
185743,Viana Do Castelo,20,Sobral,4930-326,42.0091,-8.6249
185744,Viana Do Castelo,20,Tuido,4930-327,42.0091,-8.6249
185745,Viana Do Castelo,20,Val do Rei,4930-328,42.0091,-8.6249
185746,Viana Do Castelo,20,Azenhas,4930-341,42.0301,-8.6178
185747,Viana Do Castelo,20,Baroso,4930-342,42.0451,-8.6094
185748,Viana Do Castelo,20,Bouça,4930-343,42.0372,-8.6162
185749,Viana Do Castelo,20,Calçada,4930-345,42.0372,-8.6162
185750,Viana Do Castelo,20,Calinha,4930-346,42.0372,-8.6162
185751,Viana Do Castelo,20,Casais,4930-347,42.0371,-8.6146
185752,Viana Do Castelo,20,Caseiros,4930-348,42.0371,-8.6146
185753,Viana Do Castelo,20,Caxaria,4930-349,42.0364,-8.6214
185754,Viana Do Castelo,20,Convento,4930-350,42.0459,-8.5802
185755,Viana Do Castelo,20,Costa,4930-351,42.0467,-8.612
185756,Viana Do Castelo,20,Estrada,4930-352,42.0371,-8.6146
185757,Viana Do Castelo,20,Estrada de Monte Faro,4930-353,42.0459,-8.5802
185758,Viana Do Castelo,20,Ferro Velho,4930-354,42.0459,-8.5802
185759,Viana Do Castelo,20,Ganfei,4930-355,42.0429,-8.6108
185760,Viana Do Castelo,20,Gonfei,4930-355,42.0429,-8.6108
185761,Viana Do Castelo,20,Mendo,4930-356,42.0439,-8.6145
185762,Viana Do Castelo,20,Montinho,4930-357,42.0459,-8.5802
185763,Viana Do Castelo,20,Mourel,4930-358,42.0459,-8.5802
185764,Viana Do Castelo,20,Olivais,4930-359,42.0459,-8.5802
185765,Viana Do Castelo,20,Oliveira da Mosca,4930-360,41.9304,-8.5853
185766,Viana Do Castelo,20,Pedreira,4930-361,42.0371,-8.6146
185767,Viana Do Castelo,20,Picotos,4930-362,41.9304,-8.5853
185768,Viana Do Castelo,20,Ribes,4930-363,41.9304,-8.5853
185769,Viana Do Castelo,20,Saibreira,4930-364,41.9304,-8.5853
185770,Viana Do Castelo,20,Santa Rita,4930-365,41.9304,-8.5853
185771,Viana Do Castelo,20,Santo,4930-366,41.9304,-8.5853
185772,Viana Do Castelo,20,Seara,4930-367,42.0371,-8.6146
185773,Viana Do Castelo,20,Senhora da Esperança,4930-368,41.9304,-8.5853
185774,Viana Do Castelo,20,Soutilho,4930-369,42.0473,-8.6076
185775,Viana Do Castelo,20,Souto,4930-370,42.0371,-8.6146
185776,Viana Do Castelo,20,Tardinhade,4930-371,42.0272,-8.6246
185777,Viana Do Castelo,20,Tola Grande,4930-372,42.0272,-8.6246
185778,Viana Do Castelo,20,Trás das Quintas,4930-373,42.0272,-8.6246
185779,Viana Do Castelo,20,Ufe,4930-374,42.0378,-8.6138
185780,Viana Do Castelo,20,Verdial,4930-375,42.0272,-8.6246
185781,Viana Do Castelo,20,Vilar,4930-376,42.0251,-8.6079
185782,Viana Do Castelo,20,Gondomil,4930-400,42.0037,-8.5787
185783,Viana Do Castelo,20,Gondomil,4930-401,42.0037,-8.5787
185784,Viana Do Castelo,20,Gondomil,4930-402,42.0037,-8.5787
185785,Viana Do Castelo,20,Gondomil,4930-403,42.0037,-8.5787
185786,Viana Do Castelo,20,Gondomil,4930-404,42.0037,-8.5787
185787,Viana Do Castelo,20,Gondomil,4930-405,42.0037,-8.5787
185788,Viana Do Castelo,20,Gondomil,4930-406,42.0037,-8.5787
185789,Viana Do Castelo,20,Gondomil,4930-407,42.0037,-8.5787
185790,Viana Do Castelo,20,Gondomil,4930-408,42.0037,-8.5787
185791,Viana Do Castelo,20,Gondomil,4930-409,42.0037,-8.5787
185792,Viana Do Castelo,20,Gondomil,4930-410,42.0037,-8.5787
185793,Viana Do Castelo,20,Gondomil,4930-411,42.0037,-8.5787
185794,Viana Do Castelo,20,Gondomil,4930-412,42.0037,-8.5787
185795,Viana Do Castelo,20,Gondomil,4930-413,42.0037,-8.5787
185796,Viana Do Castelo,20,Gondomil,4930-414,42.0037,-8.5787
185797,Viana Do Castelo,20,Gondomil,4930-415,42.0037,-8.5787
185798,Viana Do Castelo,20,Gondomil,4930-417,42.0037,-8.5787
185799,Viana Do Castelo,20,Gondomil,4930-418,42.0037,-8.5787
185800,Viana Do Castelo,20,Gondomil,4930-421,42.0037,-8.5787
185801,Viana Do Castelo,20,Gondomil,4930-422,42.0037,-8.5787
185802,Viana Do Castelo,20,Gondomil,4930-423,42.0037,-8.5787
185803,Viana Do Castelo,20,Gondomil,4930-424,42.0037,-8.5787
185804,Viana Do Castelo,20,Gondomil,4930-425,42.0037,-8.5787
185805,Viana Do Castelo,20,Gondomil,4930-427,42.0037,-8.5787
185806,Viana Do Castelo,20,Gondomil,4930-428,42.0037,-8.5787
185807,Viana Do Castelo,20,Gondomil,4930-429,42.0037,-8.5787
185808,Viana Do Castelo,20,Gondomil,4930-430,42.0037,-8.5787
185809,Viana Do Castelo,20,Gondomil,4930-431,42.0037,-8.5787
185810,Viana Do Castelo,20,Gondomil,4930-432,42.0037,-8.5787
185811,Viana Do Castelo,20,Gondomil,4930-433,42.0037,-8.5787
185812,Viana Do Castelo,20,Gondomil,4930-434,42.0037,-8.5787
185813,Viana Do Castelo,20,Eiras,4930-440,42.0271,-8.5729
185814,Viana Do Castelo,20,Melim,4930-440,42.0163,-8.5805
185815,Viana Do Castelo,20,Martim,4930-440,42.0217,-8.5772
185816,Viana Do Castelo,20,Quebrada,4930-440,42.0101,-8.5788
185817,Viana Do Castelo,20,Soutelo,4930-440,42.0224,-8.5705
185818,Viana Do Castelo,20,Sanfins,4930-440,42.0323,-8.5833
185819,Viana Do Castelo,20,Azevinhas,4930-451,42.0231,-8.5466
185820,Viana Do Castelo,20,Barral,4930-452,42.0231,-8.5466
185821,Viana Do Castelo,20,Bouça,4930-453,42.0231,-8.5466
185822,Viana Do Castelo,20,Cachada,4930-454,42.081,-8.3674
185823,Viana Do Castelo,20,Cancelada,4930-455,41.9417,-8.6604
185824,Viana Do Castelo,20,Carvalhal,4930-456,42.0231,-8.5466
185825,Viana Do Castelo,20,Casa Alta,4930-457,42.0231,-8.5466
185826,Viana Do Castelo,20,Celeiró,4930-458,42.0231,-8.5466
185827,Viana Do Castelo,20,Costa,4930-459,42.0467,-8.612
185828,Viana Do Castelo,20,Fraia,4930-460,42.0285,-8.5404
185829,Viana Do Castelo,20,Guilhade,4930-461,42.0285,-8.5404
185830,Viana Do Castelo,20,Igreja,4930-462,42.0575,-8.5167
185831,Viana Do Castelo,20,Insua,4930-463,42.0285,-8.5404
185832,Viana Do Castelo,20,Lavoeiras,4930-464,42.0285,-8.5404
185833,Viana Do Castelo,20,Lourosas,4930-465,42.0285,-8.5404
185834,Viana Do Castelo,20,Lovainho,4930-466,42.0285,-8.5404
185835,Viana Do Castelo,20,Outeiro,4930-467,42.0173,-8.6539
185836,Viana Do Castelo,20,Pedregal,4930-468,42.0293,-8.4598
185837,Viana Do Castelo,20,Pedreira,4930-469,42.0097,-8.531
185838,Viana Do Castelo,20,Pegas,4930-470,41.9215,-8.6643
185839,Viana Do Castelo,20,Pousada,4930-471,41.9215,-8.6643
185840,Viana Do Castelo,20,Quinta da Torre,4930-472,41.9215,-8.6643
185841,Viana Do Castelo,20,Quintas,4930-473,41.9215,-8.6643
185842,Viana Do Castelo,20,Quintela,4930-474,41.9215,-8.6643
185843,Viana Do Castelo,20,Raso,4930-475,41.9379,-8.6455
185844,Viana Do Castelo,20,Roçado,4930-476,41.9432,-8.6474
185845,Viana Do Castelo,20,Roias,4930-477,41.9215,-8.6643
185846,Viana Do Castelo,20,São Sebastião,4930-478,41.8833,-8.7
185847,Viana Do Castelo,20,Seixalvo,4930-479,41.9215,-8.6643
185848,Viana Do Castelo,20,Senra,4930-480,42.0037,-8.5787
185849,Viana Do Castelo,20,Suídos,4930-481,42.0037,-8.5787
185850,Viana Do Castelo,20,Torre,4930-482,42.0037,-8.5787
185851,Viana Do Castelo,20,Urjal,4930-483,42.0037,-8.5787
185852,Viana Do Castelo,20,Silva,4930-500,41.9919,-8.665
185853,Viana Do Castelo,20,São Pedro da Torre,4930-501,41.9919,-8.665
185854,Viana Do Castelo,20,São Pedro da Torre,4930-502,41.9919,-8.665
185855,Viana Do Castelo,20,São Pedro da Torre,4930-503,41.9919,-8.665
185856,Viana Do Castelo,20,São Pedro da Torre,4930-504,41.9919,-8.665
185857,Viana Do Castelo,20,São Pedro da Torre,4930-505,41.9919,-8.665
185858,Viana Do Castelo,20,São Pedro da Torre,4930-506,41.9919,-8.665
185859,Viana Do Castelo,20,São Pedro da Torre,4930-507,41.9919,-8.665
185860,Viana Do Castelo,20,São Pedro da Torre,4930-508,41.9919,-8.665
185861,Viana Do Castelo,20,São Pedro da Torre,4930-509,41.9919,-8.665
185862,Viana Do Castelo,20,São Pedro da Torre,4930-512,41.9919,-8.665
185863,Viana Do Castelo,20,São Pedro da Torre,4930-513,41.9919,-8.665
185864,Viana Do Castelo,20,São Pedro da Torre,4930-514,41.9919,-8.665
185865,Viana Do Castelo,20,São Pedro da Torre,4930-515,41.9919,-8.665
185866,Viana Do Castelo,20,São Pedro da Torre,4930-516,41.9919,-8.665
185867,Viana Do Castelo,20,São Pedro da Torre,4930-517,41.9919,-8.665
185868,Viana Do Castelo,20,São Pedro da Torre,4930-518,41.9919,-8.665
185869,Viana Do Castelo,20,Silva,4930-521,41.9963,-8.6508
185870,Viana Do Castelo,20,Silva,4930-522,41.9963,-8.6508
185871,Viana Do Castelo,20,Silva,4930-523,41.9963,-8.6508
185872,Viana Do Castelo,20,Silva,4930-524,41.9963,-8.6508
185873,Viana Do Castelo,20,Silva,4930-525,41.9963,-8.6508
185874,Viana Do Castelo,20,Silva,4930-526,41.9963,-8.6508
185875,Viana Do Castelo,20,Silva,4930-527,41.9963,-8.6508
185876,Viana Do Castelo,20,Silva,4930-528,41.9963,-8.6508
185877,Viana Do Castelo,20,Silva,4930-529,41.9963,-8.6508
185878,Viana Do Castelo,20,Silva,4930-530,41.9963,-8.6508
185879,Viana Do Castelo,20,Silva,4930-531,41.9963,-8.6508
185880,Viana Do Castelo,20,Silva,4930-532,41.9963,-8.6508
185881,Viana Do Castelo,20,Silva,4930-533,41.9963,-8.6508
185882,Viana Do Castelo,20,Silva,4930-534,41.9963,-8.6508
185883,Viana Do Castelo,20,Silva,4930-535,41.9963,-8.6508
185884,Viana Do Castelo,20,Silva,4930-536,41.9963,-8.6508
185885,Viana Do Castelo,20,Silva,4930-537,41.9963,-8.6508
185886,Viana Do Castelo,20,Taião,4930-550,41.9975,-8.5934
185887,Viana Do Castelo,20,Taião,4930-551,41.9975,-8.5934
185888,Viana Do Castelo,20,Taião,4930-552,41.9975,-8.5934
185889,Viana Do Castelo,20,Taião,4930-553,41.9975,-8.5934
185890,Viana Do Castelo,20,Taião,4930-554,41.9975,-8.5934
185891,Viana Do Castelo,20,Taião,4930-555,41.9975,-8.5934
185892,Viana Do Castelo,20,Taião,4930-556,41.9975,-8.5934
185893,Viana Do Castelo,20,Taião,4930-557,41.9975,-8.5934
185894,Viana Do Castelo,20,Valença,4930-584,42.0242,-8.6347
185895,Viana Do Castelo,20,Valença,4930-585,42.0242,-8.6347
185896,Viana Do Castelo,20,São Pedro da Torre,4930-586,41.9919,-8.665
185897,Viana Do Castelo,20,Valença,4930-587,42.0242,-8.6347
185898,Viana Do Castelo,20,Valença,4930-588,42.0242,-8.6347
185899,Viana Do Castelo,20,Valença,4930-589,42.0242,-8.6347
185900,Viana Do Castelo,20,Valença,4930-590,42.0242,-8.6347
185901,Viana Do Castelo,20,Valença,4930-591,42.0242,-8.6347
185902,Viana Do Castelo,20,Valença,4930-592,42.0242,-8.6347
185903,Viana Do Castelo,20,Valença,4930-593,42.0242,-8.6347
185904,Viana Do Castelo,20,Valença,4930-594,42.0242,-8.6347
185905,Viana Do Castelo,20,Valença,4930-595,42.0242,-8.6347
185906,Viana Do Castelo,20,Valença,4930-596,42.0242,-8.6347
185907,Viana Do Castelo,20,Valença,4930-597,42.0242,-8.6347
185908,Viana Do Castelo,20,Valença,4930-598,42.0242,-8.6347
185909,Viana Do Castelo,20,Valença,4930-599,42.0242,-8.6347
185910,Viana Do Castelo,20,Valença,4930-600,42.0242,-8.6347
185911,Viana Do Castelo,20,Valença,4930-601,42.0242,-8.6347
185912,Viana Do Castelo,20,Valença,4930-602,42.0242,-8.6347
185913,Viana Do Castelo,20,Valença,4930-603,42.0242,-8.6347
185914,Viana Do Castelo,20,Valença,4930-604,42.0242,-8.6347
185915,Viana Do Castelo,20,Valença,4930-605,42.0242,-8.6347
185916,Viana Do Castelo,20,Valença,4930-606,42.0242,-8.6347
185917,Viana Do Castelo,20,Valença,4930-607,42.0242,-8.6347
185918,Viana Do Castelo,20,Valença,4930-608,42.0242,-8.6347
185919,Viana Do Castelo,20,Valença,4930-609,42.0242,-8.6347
185920,Viana Do Castelo,20,Valença,4930-610,42.0242,-8.6347
185921,Viana Do Castelo,20,Valença,4930-611,42.0242,-8.6347
185922,Viana Do Castelo,20,Valença,4930-612,42.0242,-8.6347
185923,Viana Do Castelo,20,Valença,4930-613,42.0242,-8.6347
185924,Viana Do Castelo,20,Valença,4930-614,42.0242,-8.6347
185925,Viana Do Castelo,20,Valença,4930-615,42.0242,-8.6347
185926,Viana Do Castelo,20,Valença,4930-616,42.0242,-8.6347
185927,Viana Do Castelo,20,Valença,4930-617,42.0242,-8.6347
185928,Viana Do Castelo,20,Valença,4930-618,42.0242,-8.6347
185929,Viana Do Castelo,20,Valença,4930-619,42.0242,-8.6347
185930,Viana Do Castelo,20,Valença,4930-620,42.0242,-8.6347
185931,Viana Do Castelo,20,Valença,4930-621,42.0242,-8.6347
185932,Viana Do Castelo,20,Valença,4930-622,42.0242,-8.6347
185933,Viana Do Castelo,20,Valença,4930-623,42.0242,-8.6347
185934,Viana Do Castelo,20,Valença,4930-624,42.0242,-8.6347
185935,Viana Do Castelo,20,Valença,4930-625,42.0242,-8.6347
185936,Viana Do Castelo,20,Valença,4930-626,42.0242,-8.6347
185937,Viana Do Castelo,20,Valença,4930-627,42.0242,-8.6347
185938,Viana Do Castelo,20,Valença,4930-628,42.0242,-8.6347
185939,Viana Do Castelo,20,Valença,4930-629,42.0242,-8.6347
185940,Viana Do Castelo,20,Valença,4930-630,42.0242,-8.6347
185941,Viana Do Castelo,20,Valença,4930-631,42.0242,-8.6347
185942,Viana Do Castelo,20,Valença,4930-632,42.0242,-8.6347
185943,Viana Do Castelo,20,Valença,4930-633,42.0242,-8.6347
185944,Viana Do Castelo,20,Valença,4930-634,42.0242,-8.6347
185945,Viana Do Castelo,20,Valença,4930-635,42.0242,-8.6347
185946,Viana Do Castelo,20,Valença,4930-636,42.0242,-8.6347
185947,Viana Do Castelo,20,Valença,4930-637,42.0242,-8.6347
185948,Viana Do Castelo,20,Valença,4930-638,42.0242,-8.6347
185949,Viana Do Castelo,20,Valença,4930-639,42.0242,-8.6347
185950,Viana Do Castelo,20,Valença,4930-640,42.0242,-8.6347
185951,Viana Do Castelo,20,Valença,4930-641,42.0242,-8.6347
185952,Viana Do Castelo,20,Valença,4930-642,42.0242,-8.6347
185953,Viana Do Castelo,20,Valença,4930-643,42.0242,-8.6347
185954,Viana Do Castelo,20,Valença,4930-644,42.0242,-8.6347
185955,Viana Do Castelo,20,Valença,4930-645,42.0242,-8.6347
185956,Viana Do Castelo,20,Valença,4930-646,42.0242,-8.6347
185957,Viana Do Castelo,20,Valença,4930-647,42.0242,-8.6347
185958,Viana Do Castelo,20,Valença,4930-648,42.0242,-8.6347
185959,Viana Do Castelo,20,Valença,4930-649,42.0242,-8.6347
185960,Viana Do Castelo,20,Valença,4930-650,42.0242,-8.6347
185961,Viana Do Castelo,20,Valença,4930-651,42.0242,-8.6347
185962,Viana Do Castelo,20,Valença,4930-652,42.0242,-8.6347
185963,Viana Do Castelo,20,Valença,4930-653,42.0242,-8.6347
185964,Viana Do Castelo,20,Valença,4930-654,42.0242,-8.6347
185965,Viana Do Castelo,20,Valença,4930-655,42.0242,-8.6347
185966,Viana Do Castelo,20,Valença,4930-656,42.0242,-8.6347
185967,Viana Do Castelo,20,Valença,4930-657,42.0242,-8.6347
185968,Viana Do Castelo,20,Valença,4930-658,42.0242,-8.6347
185969,Viana Do Castelo,20,Valença,4930-659,42.0242,-8.6347
185970,Viana Do Castelo,20,Valença,4930-660,42.0242,-8.6347
185971,Viana Do Castelo,20,Valença,4930-661,42.0242,-8.6347
185972,Viana Do Castelo,20,Valença,4930-662,42.0242,-8.6347
185973,Viana Do Castelo,20,Valença,4930-663,42.0242,-8.6347
185974,Viana Do Castelo,20,Valença,4930-664,42.0242,-8.6347
185975,Viana Do Castelo,20,Valença,4930-665,42.0242,-8.6347
185976,Viana Do Castelo,20,Valença,4930-666,42.0242,-8.6347
185977,Viana Do Castelo,20,Valença,4930-667,42.0242,-8.6347
185978,Viana Do Castelo,20,Valença,4930-668,42.0242,-8.6347
185979,Viana Do Castelo,20,Valença,4930-669,42.0242,-8.6347
185980,Viana Do Castelo,20,Valença,4930-670,42.0242,-8.6347
185981,Viana Do Castelo,20,Valença,4930-671,42.0242,-8.6347
185982,Viana Do Castelo,20,Valença,4930-672,42.0242,-8.6347
185983,Viana Do Castelo,20,Valença,4930-673,42.0242,-8.6347
185984,Viana Do Castelo,20,Valença,4930-674,42.0242,-8.6347
185985,Viana Do Castelo,20,Valença,4930-675,42.0242,-8.6347
185986,Viana Do Castelo,20,Valença,4930-676,42.0242,-8.6347
185987,Viana Do Castelo,20,Valença,4930-677,42.0242,-8.6347
185988,Viana Do Castelo,20,Valença,4930-678,42.0242,-8.6347
185989,Viana Do Castelo,20,Valença,4930-679,42.0242,-8.6347
185990,Viana Do Castelo,20,Valença,4930-680,42.0242,-8.6347
185991,Viana Do Castelo,20,Valença,4930-681,42.0242,-8.6347
185992,Viana Do Castelo,20,Valença,4930-682,42.0242,-8.6347
185993,Viana Do Castelo,20,Valença,4930-683,42.0242,-8.6347
185994,Viana Do Castelo,20,Valença,4930-684,42.0242,-8.6347
185995,Viana Do Castelo,20,Valença,4930-685,42.0242,-8.6347
185996,Viana Do Castelo,20,Valença,4930-686,42.0242,-8.6347
185997,Viana Do Castelo,20,Valença,4930-687,42.0242,-8.6347
185998,Viana Do Castelo,20,Valença,4930-688,42.0242,-8.6347
185999,Viana Do Castelo,20,Valença,4930-689,42.0242,-8.6347
186000,Viana Do Castelo,20,Valença,4930-690,42.0242,-8.6347
186001,Viana Do Castelo,20,Valença,4930-691,42.0242,-8.6347
186002,Viana Do Castelo,20,Valença,4930-692,42.0242,-8.6347
186003,Viana Do Castelo,20,Valença,4930-693,42.0242,-8.6347
186004,Viana Do Castelo,20,Valença,4930-694,42.0242,-8.6347
186005,Viana Do Castelo,20,Valença,4930-695,42.0242,-8.6347
186006,Viana Do Castelo,20,Valença,4930-696,42.0242,-8.6347
186007,Viana Do Castelo,20,Valença,4930-697,42.0242,-8.6347
186008,Viana Do Castelo,20,Valença,4930-698,42.0242,-8.6347
186009,Viana Do Castelo,20,Valença,4930-699,42.0242,-8.6347
186010,Viana Do Castelo,20,Valença,4930-700,42.0242,-8.6347
186011,Viana Do Castelo,20,Valença,4930-701,42.0242,-8.6347
186012,Viana Do Castelo,20,Valença,4930-702,42.0242,-8.6347
186013,Viana Do Castelo,20,Valença,4930-703,42.0242,-8.6347
186014,Viana Do Castelo,20,Valença,4930-704,42.0242,-8.6347
186015,Viana Do Castelo,20,Valença,4930-705,42.0242,-8.6347
186016,Viana Do Castelo,20,Valença,4930-706,42.0242,-8.6347
186017,Viana Do Castelo,20,Valença,4930-707,42.0242,-8.6347
186018,Viana Do Castelo,20,Valença,4930-708,42.0242,-8.6347
186019,Viana Do Castelo,20,Valença,4930-709,42.0242,-8.6347
186020,Viana Do Castelo,20,Valença,4930-710,42.0242,-8.6347
186021,Viana Do Castelo,20,Valença,4930-711,42.0242,-8.6347
186022,Viana Do Castelo,20,Valença,4930-712,42.0242,-8.6347
186023,Viana Do Castelo,20,Valença,4930-713,42.0242,-8.6347
186024,Viana Do Castelo,20,Valença,4930-714,42.0242,-8.6347
186025,Viana Do Castelo,20,Valença,4930-715,42.0242,-8.6347
186026,Viana Do Castelo,20,Valença,4930-716,42.0242,-8.6347
186027,Viana Do Castelo,20,Valença,4930-717,42.0242,-8.6347
186028,Viana Do Castelo,20,Valença,4930-718,42.0242,-8.6347
186029,Viana Do Castelo,20,Valença,4930-719,42.0242,-8.6347
